Report_ID,Report.Status,Publication.Date,Injury.Severity,Broad.phase.of.flight,Weather.Condition,Location,Investigation.Type
287,Probable Cause,10/2/1983,Non-Fatal,Approach,VMC,"MARFA, TX",Accident
288,Probable Cause,10/2/1983,Non-Fatal,Landing,VMC,"FLINT, MI",Accident
289,Probable Cause,10/2/1983,Non-Fatal,Cruise,VMC,"GREENWOOD, MS",Accident
290,Probable Cause,10/2/1983,Non-Fatal,Landing,VMC,"LUBBOCK, TX",Accident
291,Probable Cause,11/2/1983,Fatal(2),Cruise,IMC,"ELRENO, OK",Accident
292,Probable Cause,11/2/1983,Non-Fatal,Takeoff,VMC,"6NM SSE WRANGEL, AK",Accident
293,Probable Cause,11/2/1983,Non-Fatal,Takeoff,VMC,"NORTH ANDOVER, MA",Accident
294,Probable Cause,30-10-2017,Fatal(1),Takeoff,VMC,"APEX, NC",Accident
295,Probable Cause,12/2/1983,Incident,Cruise,VMC,"COVE, OR",Accident
296,Probable Cause,12/2/1983,Non-Fatal,Cruise,VMC,"SALEM, MO",Accident
297,Probable Cause,12/2/1983,Non-Fatal,Takeoff,VMC,"COLUMBIA, MO",Accident
298,Probable Cause,12/2/1983,Non-Fatal,Landing,VMC,"TEKAMAH, NE",Accident
299,Probable Cause,13-02-1983,Fatal(4),Cruise,IMC,"STILLWATER, MN",Accident
300,Probable Cause,13-02-1983,Fatal(1),Cruise,IMC,"WHITE LAKE, NY",Accident
301,Probable Cause,13-02-1983,Fatal(2),Cruise,IMC,"JAYTON, TX",Accident
302,Probable Cause,13-02-1983,Fatal(4),Cruise,VMC,"COALVILLE, UT",Accident
303,Probable Cause,13-02-1983,Non-Fatal,Taxi,VMC,ARECIBO,Accident
304,Probable Cause,13-02-1983,Non-Fatal,Landing,VMC,"ELMA, NY",Accident
305,Probable Cause,13-02-1983,Non-Fatal,Landing,VMC,"SAN MARCOS, TX",Accident
306,Probable Cause,13-02-1983,Non-Fatal,Landing,VMC,"ALABASTER, AL",Accident
307,Probable Cause,13-02-1983,Non-Fatal,Unknown,UNK,"LOVELOCK, NV",Accident
308,Probable Cause,13-02-1983,Non-Fatal,Cruise,VMC,"WICHITA FALLS, TX",Accident
309,Probable Cause,14-02-1983,Fatal(1),Maneuvering,VMC,"DUNCAN, OK",Accident
310,Probable Cause,14-02-1983,Fatal(1),Other,VMC,"MIDLAND, MI",Accident
311,Probable Cause,14-02-1983,Non-Fatal,Descent,VMC,"OCEAN CITY, MD",Accident
312,Probable Cause,14-02-1983,Non-Fatal,Landing,VMC,"SELDOVIA, AK",Accident
313,Probable Cause,14-02-1983,Non-Fatal,Approach,VMC,"GOULD, AR",Accident
314,Probable Cause,14-02-1983,Non-Fatal,Landing,VMC,"ATLANTA, GA",Accident
315,Probable Cause,14-02-1983,Non-Fatal,Takeoff,VMC,"OAKLEY, ID",Accident
316,Probable Cause,14-02-1983,Non-Fatal,Approach,VMC,"CONCORD, CA",Accident
317,Probable Cause,14-02-1983,Non-Fatal,Landing,VMC,"STRONGVILLE, OH",Accident
318,Probable Cause,14-02-1983,Non-Fatal,Landing,VMC,"LAKEWOOD, AR",Accident
319,Probable Cause,14-02-1983,Fatal(2),Takeoff,VMC,"GREENBUSH, MN",Accident
320,Probable Cause,14-02-1983,Non-Fatal,Landing,VMC,"KITTANNING, PA",Accident
321,Probable Cause,15-02-1983,Incident,Approach,IMC,"GREENVILLE, IL",Accident
322,Probable Cause,15-02-1983,Non-Fatal,Takeoff,VMC,"ST. MARY'S, AK",Accident
323,Probable Cause,15-02-1983,Fatal(1),Cruise,VMC,"GRANTS, NM",Accident
324,Probable Cause,15-02-1983,Non-Fatal,Landing,VMC,"EUDORA, AR",Accident
325,Probable Cause,15-02-1983,Non-Fatal,Descent,IMC,"NEAR RAPELJE, MT",Accident
326,Probable Cause,15-02-1983,Non-Fatal,Takeoff,VMC,"LINCOLN, RI",Accident
327,Probable Cause,15-02-1983,Non-Fatal,Takeoff,VMC,"FRENCH SETTLEME, LA",Accident
328,Probable Cause,15-02-1983,Non-Fatal,Landing,VMC,"CAMERON, MT",Accident
329,Probable Cause,15-02-1983,Non-Fatal,Approach,VMC,"COY, AR",Accident
330,Probable Cause,15-02-1983,Non-Fatal,Landing,IMC,"DENTON, TX",Accident
331,Probable Cause,15-02-1983,Non-Fatal,Approach,VMC,"FOWLERVILLE, MI",Accident
332,Probable Cause,15-02-1983,Non-Fatal,Landing,VMC,"CHRISTIANSBURG, VA",Accident
333,Probable Cause,15-02-1983,Non-Fatal,Landing,VMC,"ABBEVILLE, SC",Accident
334,Probable Cause,15-02-1983,Non-Fatal,Approach,VMC,"IMPERIAL, CA",Accident
335,Probable Cause,16-02-1983,Fatal(8),Approach,IMC,"MOJAVE, CA",Accident
336,Probable Cause,16-02-1983,Non-Fatal,Cruise,IMC,"37 NM NW. OF RE, CA",Accident
337,Probable Cause,16-02-1983,Non-Fatal,Approach,VMC,"SWIFTON, AR",Accident
338,Probable Cause,17-02-1983,Non-Fatal,Taxi,VMC,"MCKINNEY, TX",Accident
339,Probable Cause,17-02-1983,Non-Fatal,Landing,VMC,"EDGELEY, ND",Accident
340,Probable Cause,17-02-1983,Non-Fatal,Descent,IMC,"MISSING ACFT, NY",Accident
341,Probable Cause,17-02-1983,Non-Fatal,Approach,VMC,"CASA, AR",Accident
342,Probable Cause,17-02-1983,Non-Fatal,Landing,VMC,"BEEDEVILLE, AR",Accident
343,Probable Cause,17-02-1983,Non-Fatal,Landing,VMC,"JUSTIN, TX",Accident
344,Probable Cause,17-02-1983,Non-Fatal,Approach,IMC,"KENDRICK, ID",Accident
345,Probable Cause,17-02-1983,Non-Fatal,Takeoff,VMC,"EUGENE, OR",Accident
346,Probable Cause,17-02-1983,Non-Fatal,Approach,IMC,"EBENSBURG, PA",Accident
347,Probable Cause,18-02-1983,Incident,Takeoff,VMC,"NILES, OH",Accident
348,Probable Cause,18-02-1983,Fatal(1),Cruise,VMC,"SHANKSVILLE, PA",Accident
349,Probable Cause,18-02-1983,Fatal(1),Cruise,IMC,"SANTA YNEZ, CA",Accident
350,Probable Cause,18-02-1983,Non-Fatal,Approach,VMC,"CHANDLER, AZ",Accident
351,Probable Cause,18-02-1983,Non-Fatal,Taxi,VMC,"KERNVILLE, CA",Accident
352,Probable Cause,4/12/2014,Incident,Landing,IMC,"ANGLETON, TX",Accident
353,Probable Cause,19-02-1983,Non-Fatal,Descent,IMC,"NORTH PLATTE, NE",Accident
354,Probable Cause,19-02-1983,Non-Fatal,Landing,VMC,"CHESTERFIELD, MO",Accident
355,Probable Cause,19-02-1983,Non-Fatal,Landing,VMC,"SAN CARLOS, CA",Accident
356,Probable Cause,19-02-1983,Non-Fatal,Landing,VMC,"PHOENIX, AZ",Accident
357,Probable Cause,19-02-1983,Non-Fatal,Landing,VMC,"PORT ARANSAS, TX",Accident
358,Probable Cause,19-02-1983,Non-Fatal,Takeoff,UNK,"SPRINGER, NM",Accident
359,Probable Cause,19-02-1983,Non-Fatal,Approach,IMC,"ROARING SPRINGS, TX",Accident
360,Probable Cause,19-02-1983,Non-Fatal,Landing,UNK,"GRANTSBURG, WI",Accident
361,Probable Cause,19-02-1983,Non-Fatal,Cruise,VMC,"BROOKLYN PARK, MN",Accident
362,Probable Cause,19-02-1983,Non-Fatal,Landing,IMC,"ARLINGTON, TN",Accident
363,Probable Cause,20-02-1983,Non-Fatal,Maneuvering,VMC,"WELLESLEY, MA",Accident
364,Probable Cause,20-02-1983,Fatal(1),Approach,VMC,"BARNSTEAD, NH",Accident
365,Probable Cause,20-02-1983,Fatal(2),Maneuvering,VMC,"STOCKTON, KS",Accident
366,Probable Cause,20-02-1983,Fatal(1),Maneuvering,VMC,"CEDAR KEY, FL",Accident
367,Probable Cause,20-02-1983,Non-Fatal,Landing,VMC,"NO. RICHLAND HI, TX",Accident
368,Probable Cause,20-02-1983,Non-Fatal,Landing,VMC,"CHENEYVILLE, LA",Accident
369,Probable Cause,20-02-1983,Non-Fatal,Takeoff,VMC,"FAIRBURN, SD",Accident
370,Probable Cause,20-02-1983,Non-Fatal,Takeoff,VMC,"HORRELL HILL, SC",Accident
371,Probable Cause,20-02-1983,Non-Fatal,Maneuvering,VMC,"WRIGHTSVILLE BC, NC",Accident
372,Probable Cause,20-02-1983,Non-Fatal,Takeoff,VMC,"DANBURY, CT",Accident
373,Probable Cause,20-02-1983,Non-Fatal,Approach,VMC,"ALTHEIMER, AR",Accident
374,Probable Cause,20-02-1983,Non-Fatal,Cruise,VMC,"AFTON, WY",Accident
375,Probable Cause,21-02-1983,Non-Fatal,Takeoff,VMC,"ARDMORE, OK",Accident
376,Probable Cause,21-02-1983,Non-Fatal,Landing,VMC,"MINFORD, OH",Accident
377,Probable Cause,21-02-1983,Fatal(1),Cruise,UNK,"CERES, NY",Accident
378,Probable Cause,21-02-1983,Fatal(1),Cruise,VMC,"FISK, MO",Accident
379,Probable Cause,21-02-1983,Non-Fatal,Takeoff,VMC,"ORLANDO, FL",Accident
380,Probable Cause,21-02-1983,Non-Fatal,Cruise,VMC,"FT. PICKETT, VA",Accident
381,Probable Cause,21-02-1983,Non-Fatal,Takeoff,VMC,"MIAMI, FL",Accident
382,Probable Cause,21-02-1983,Non-Fatal,Cruise,VMC,"CHANDLER, AZ",Accident
383,Probable Cause,21-02-1983,Non-Fatal,Landing,IMC,"BROOMFIELD, CO",Accident
384,Probable Cause,21-02-1983,Fatal(2),Maneuvering,VMC,"WELDONA, CO",Accident
385,Probable Cause,21-02-1983,Non-Fatal,Go-around,VMC,"FRANKFORD, MI",Accident
386,Probable Cause,21-02-1983,Non-Fatal,Takeoff,VMC,"NEW CARLISLE, OH",Accident
387,Probable Cause,21-02-1983,Non-Fatal,Landing,VMC,"MADISON, GA",Accident
388,Probable Cause,21-02-1983,Non-Fatal,Takeoff,VMC,"YAKIMA, WA",Accident
389,Probable Cause,22-02-1983,Non-Fatal,Maneuvering,VMC,"RANCHO SANTA FE, CA",Accident
390,Probable Cause,22-02-1983,Fatal(2),Cruise,IMC,"BLYTHE, CA",Accident
391,Probable Cause,22-02-1983,Non-Fatal,Cruise,VMC,"ASPEN, CO",Accident
392,Probable Cause,22-02-1983,Non-Fatal,Takeoff,VMC,"BRUNSWICK, GA",Accident
393,Probable Cause,22-02-1983,Non-Fatal,Taxi,VMC,"CLEMSON, SC",Accident
394,Probable Cause,22-02-1983,Non-Fatal,Takeoff,VMC,"FARMERVILLE, LA",Accident
395,Probable Cause,22-02-1983,Non-Fatal,Landing,VMC,"COLLEGE STATION, TX",Accident
396,Probable Cause,22-02-1983,Non-Fatal,Other,UNK,"MARKS, MS",Accident
397,Probable Cause,22-02-1983,Non-Fatal,Takeoff,VMC,"SAMPSON, AL",Accident
398,Probable Cause,23-02-1983,Non-Fatal,Takeoff,VMC,"NEAR CLEAR, AK",Accident
399,Probable Cause,23-02-1983,Fatal(1),Cruise,VMC,"HOLLAND, MI",Accident
400,Probable Cause,23-02-1983,Non-Fatal,Landing,IMC,"ZILWAUKER, MI",Accident
401,Probable Cause,23-02-1983,Non-Fatal,Landing,VMC,"PRINEVILLE, OR",Accident
402,Probable Cause,23-02-1983,Non-Fatal,Takeoff,VMC,"POMONA, NJ",Accident
403,Probable Cause,23-02-1983,Non-Fatal,Cruise,VMC,"HAMMONTON, NJ",Accident
404,Probable Cause,24-02-1983,Non-Fatal,Cruise,VMC,"42NM ESE OF YAK, AK",Accident
405,Probable Cause,24-02-1983,Fatal(1),Takeoff,VMC,"ASTATULA, FL",Accident
406,Probable Cause,24-02-1983,Non-Fatal,Landing,IMC,"RENO, NV",Accident
407,Probable Cause,24-02-1983,Non-Fatal,Landing,VMC,"BUTLER, PA",Accident
408,Probable Cause,24-02-1983,Incident,Landing,VMC,"IMLAY, NV",Accident
409,Probable Cause,24-02-1983,Non-Fatal,Takeoff,VMC,"HOUSTON, TX",Accident
410,Probable Cause,24-02-1983,Non-Fatal,Landing,VMC,"SHEBOYGAN FALLS, WI",Accident
411,Probable Cause,24-02-1983,Non-Fatal,Landing,VMC,"BATON ROUGE, LA",Accident
412,Probable Cause,24-02-1983,Non-Fatal,Cruise,VMC,"KISSIMMEE, FL",Accident
413,Probable Cause,25-02-1983,Fatal(4),Cruise,VMC,"TOMBALL, TX",Accident
414,Probable Cause,25-02-1983,Non-Fatal,Landing,VMC,"KANSAS, OK",Accident
415,Probable Cause,25-02-1983,Non-Fatal,Landing,VMC,MISSING ACFT,Accident
416,Probable Cause,25-02-1983,Non-Fatal,Landing,VMC,"TOK, AK",Accident
417,Probable Cause,25-02-1983,Non-Fatal,Landing,VMC,"BIG SUR, CA",Accident
418,Probable Cause,25-02-1983,Non-Fatal,Approach,IMC,"NEAR KOTZEBUE, AK",Accident
419,Probable Cause,26-02-1983,Fatal(1),Cruise,VMC,"SAN ANTONIO, TX",Accident
420,Probable Cause,26-02-1983,Incident,Landing,IMC,"LEXINGTON, MO",Accident
421,Probable Cause,26-02-1983,Non-Fatal,Landing,VMC,"LE MARS, IA",Accident
422,Probable Cause,26-02-1983,Non-Fatal,Takeoff,VMC,"BLANDING, UT",Accident
423,Probable Cause,26-02-1983,Non-Fatal,Taxi,VMC,"COEUR D'ALENE, ID",Accident
424,Probable Cause,26-02-1983,Non-Fatal,Approach,VMC,"HALSTEAD, KS",Accident
425,Probable Cause,27-02-1983,Non-Fatal,Cruise,VMC,"GEORGETOWN, IN",Accident
426,Probable Cause,27-02-1983,Incident,Landing,VMC,"COLUMBUS, OH",Accident
427,Probable Cause,27-02-1983,Fatal(1),Approach,VMC,"AUGUSTA, ME",Accident
428,Probable Cause,27-02-1983,Non-Fatal,Approach,VMC,"CORINTH, MS",Accident
429,Probable Cause,27-02-1983,Non-Fatal,Takeoff,VMC,"WATERTOWN, NY",Accident
430,Probable Cause,27-02-1983,Non-Fatal,Landing,VMC,"MORGAN HILL, CA",Accident
431,Probable Cause,27-02-1983,Non-Fatal,Approach,VMC,"STONY RIVER, AK",Accident
432,Probable Cause,27-02-1983,Non-Fatal,Taxi,VMC,"PANOCHE, CA",Accident
433,Probable Cause,27-02-1983,Non-Fatal,Landing,VMC,"PINE BLUFF, AR",Accident
434,Probable Cause,27-02-1983,Non-Fatal,Takeoff,VMC,"ARDMORE, OK",Accident
435,Probable Cause,27-02-1983,Non-Fatal,Approach,VMC,"WOODVILLE, TX",Accident
436,Probable Cause,28-02-1983,Fatal(6),Climb,VMC,"VERNONIA, OR",Accident
437,Probable Cause,28-02-1983,Non-Fatal,Landing,VMC,"LYNNWOOD, WA",Accident
438,Probable Cause,28-02-1983,Fatal(4),Unknown,VMC,"ORINDA, CA",Accident
439,Probable Cause,28-02-1983,Non-Fatal,Landing,VMC,"PLYMOUTH, NC",Accident
440,Probable Cause,28-02-1983,Non-Fatal,Cruise,VMC,"TALLADEGA, AL",Accident
441,Probable Cause,28-02-1983,Non-Fatal,Takeoff,VMC,"WEST MIFFLIN, PA",Accident
442,Probable Cause,28-02-1983,Non-Fatal,Approach,VMC,"NR.CHUBEAY, Bahamas",Accident
443,Probable Cause,28-02-1983,Non-Fatal,Maneuvering,VMC,"DEATH VALLEY, CA",Accident
444,Probable Cause,28-02-1983,Non-Fatal,Maneuvering,VMC,"CLARKSBURG, WV",Incident
445,Probable Cause,28-02-1983,Non-Fatal,Maneuvering,VMC,"SPENCER, VA",Accident
446,Probable Cause,28-02-1983,Non-Fatal,Landing,VMC,"MARENGO, IA",Accident
447,Probable Cause,1/3/1983,Fatal(1),Maneuvering,VMC,"CHICKASHA, OK",Accident
448,Probable Cause,1/3/1983,Non-Fatal,Taxi,VMC,"LITTLE ROCK, AR",Accident
449,Probable Cause,1/3/1983,Non-Fatal,Taxi,VMC,"MIDWAY, UT",Accident
450,Probable Cause,1/3/1983,Non-Fatal,Taxi,VMC,"SKWENTA, AK",Accident
451,Probable Cause,1/3/1983,Non-Fatal,Landing,VMC,"GALETON, PA",Accident
452,Probable Cause,1/3/1983,Non-Fatal,Landing,VMC,"MIAMI, FL",Accident
453,Probable Cause,1/3/1983,Non-Fatal,Cruise,VMC,"YPSILANTI, MI",Accident
454,Probable Cause,1/3/1983,Non-Fatal,Cruise,VMC,"CHARLOTTE, MI",Accident
455,Probable Cause,2/3/1983,Fatal(2),Maneuvering,VMC,"MUSCLE SHOALS, AL",Accident
456,Probable Cause,2/3/1983,Fatal(1),Takeoff,VMC,"PORT GRAHAM, AK",Accident
457,Probable Cause,2/3/1983,Non-Fatal,Cruise,IMC,"SHELL LAKE, WI",Accident
458,Probable Cause,2/3/1983,Non-Fatal,Landing,VMC,"DOS PALOS, CA",Accident
459,Probable Cause,2/3/1983,Non-Fatal,Climb,VMC,"LANCASTER, CA",Accident
460,Probable Cause,2/3/1983,Non-Fatal,Approach,VMC,"LOUISVILLE, KY",Incident
461,Probable Cause,2/3/1983,Non-Fatal,Cruise,VMC,"CARSON CITY, NV",Accident
462,Probable Cause,2/3/1983,Non-Fatal,Approach,VMC,"NEAR KINGSTON, ID",Accident
463,Probable Cause,2/3/1983,Non-Fatal,Other,VMC,"LAPINE, OR",Accident
464,Probable Cause,2/3/1983,Fatal(2),Approach,VMC,"VICTORVILLE, CA",Accident
465,Probable Cause,2/3/1983,Fatal(1),Descent,VMC,"HOBBS, NM",Accident
466,Probable Cause,2/3/1983,Non-Fatal,Standing,VMC,"BOSTON, MA",Accident
467,Probable Cause,3/3/1983,Non-Fatal,Takeoff,VMC,"CARLSBAD, CA",Accident
468,Probable Cause,3/3/1983,Non-Fatal,Landing,VMC,"ANOKA, MN",Accident
469,Probable Cause,3/3/1983,Non-Fatal,Landing,VMC,"NEWPORT NEWS, VA",Accident
470,Probable Cause,3/3/1983,Non-Fatal,Landing,VMC,"FORT YUKON, AK",Accident
471,Probable Cause,4/3/1983,Non-Fatal,Maneuvering,VMC,"PLAINFIELD, IL",Accident
472,Probable Cause,4/3/1983,Fatal(1),Maneuvering,VMC,"BLOOMINGTON, IN",Accident
473,Probable Cause,4/3/1983,Fatal(3),Cruise,IMC,"FRANKLIN, WI",Accident
474,Probable Cause,4/3/1983,Non-Fatal,Taxi,VMC,"SUTHERLIN, OR",Accident
475,Probable Cause,4/3/1983,Non-Fatal,Landing,VMC,"SELFRIDGE, ND",Accident
476,Probable Cause,4/3/1983,Fatal(1),Climb,VMC,"WESTERLY, RI",Accident
477,Probable Cause,4/3/1983,Non-Fatal,Approach,VMC,"PICKENS, AR",Accident
478,Probable Cause,4/3/1983,Non-Fatal,Takeoff,VMC,"NEAR PATTERSON, LA",Accident
479,Probable Cause,5/3/1983,Non-Fatal,Cruise,VMC,"TAYLORVILLE, NC",Accident
480,Probable Cause,5/3/1983,Non-Fatal,Landing,VMC,"WOODLAND, CA",Accident
481,Probable Cause,5/3/1983,Non-Fatal,Landing,VMC,"EVERETT, WA",Accident
482,Probable Cause,5/3/1983,Non-Fatal,Landing,VMC,"HOUSTON, TX",Accident
483,Probable Cause,5/3/1983,Non-Fatal,Takeoff,VMC,"CRYSTAL, MN",Accident
484,Probable Cause,5/3/1983,Non-Fatal,Landing,VMC,"PLUSH, OR",Accident
485,Probable Cause,5/3/1983,Non-Fatal,Landing,VMC,"MESA, AZ",Accident
486,Probable Cause,6/3/1983,Non-Fatal,Landing,VMC,"FOLSOM, CA",Accident
487,Probable Cause,6/3/1983,Non-Fatal,Landing,VMC,"WEATHERFORD, OK",Accident
488,Probable Cause,6/3/1983,Non-Fatal,Cruise,VMC,"MINNEOLA, FL",Accident
489,Probable Cause,6/3/1983,Non-Fatal,Takeoff,VMC,"SAN FERNANDO, CA",Accident
490,Probable Cause,6/3/1983,Non-Fatal,Landing,VMC,"FALL RIVER MILL, CA",Accident
491,Probable Cause,6/3/1983,Non-Fatal,Taxi,VMC,"HOUSTON, TX",Incident
492,Probable Cause,6/3/1983,Non-Fatal,Taxi,VMC,"MOBILE, AL",Incident
493,Probable Cause,6/3/1983,Non-Fatal,Descent,UNK,"GREENFIELD, TN",Accident
494,Probable Cause,6/3/1983,Non-Fatal,Takeoff,VMC,"FRANCISCO, NC",Accident
495,Probable Cause,6/3/1983,Fatal(1),Descent,VMC,"BLAINE, WA",Accident
496,Probable Cause,6/3/1983,Non-Fatal,Descent,VMC,"LOCK HAVEN, PA",Accident
497,Probable Cause,7/3/1983,Non-Fatal,Landing,VMC,"DETROIT, MI",Incident
498,Probable Cause,7/3/1983,Non-Fatal,Takeoff,VMC,"SAVANNAH, GA",Incident
499,Probable Cause,7/3/1983,Non-Fatal,Standing,VMC,"ALBANY, OR",Accident
500,Probable Cause,7/3/1983,Non-Fatal,Takeoff,VMC,"NEAR TOUTLE, WA",Accident
501,Probable Cause,7/3/1983,Non-Fatal,Landing,VMC,"HEBRON, NE",Accident
502,Probable Cause,7/3/1983,Non-Fatal,Landing,VMC,"DELRAY BEACH, FL",Accident
503,Probable Cause,7/3/1983,Non-Fatal,Cruise,VMC,"WADSWORTH, OH",Accident
504,Probable Cause,7/3/1983,Non-Fatal,Maneuvering,VMC,"HOLLYWOOD, FL",Accident
505,Probable Cause,8/3/1983,Non-Fatal,Landing,VMC,"WILLISTON, ND",Accident
506,Probable Cause,8/3/1983,Non-Fatal,Cruise,VMC,"CHOWCHILLA, CA",Accident
507,Probable Cause,8/3/1983,Incident,Standing,VMC,"STOCKTON, CA",Accident
508,Probable Cause,8/3/1983,Incident,Climb,VMC,"RUIDOSO MUNI, NM",Accident
509,Probable Cause,8/3/1983,Non-Fatal,Climb,VMC,"GRAYTOWN, OH",Accident
510,Probable Cause,8/3/1983,Fatal(1),Cruise,IMC,"TRENTON, NJ",Accident
511,Probable Cause,8/3/1983,Non-Fatal,Takeoff,VMC,"CONCORD, CA",Accident
512,Probable Cause,8/3/1983,Non-Fatal,Cruise,VMC,"TULARE, CA",Accident
513,Probable Cause,8/3/1983,Non-Fatal,Approach,VMC,"TULARE, CA",Accident
514,Probable Cause,8/3/1983,Non-Fatal,Takeoff,UNK,"PAULDEN, AZ",Accident
515,Probable Cause,8/3/1983,Non-Fatal,Approach,VMC,"ALBUQUERQUE, NM",Accident
516,Probable Cause,9/3/1983,Incident,Maneuvering,UNK,"DUBUQUE, IA",Accident
517,Probable Cause,9/3/1983,Non-Fatal,Takeoff,IMC,"JACKSONVILLE, FL",Accident
518,Probable Cause,9/3/1983,Non-Fatal,Landing,VMC,"WEST CHICAGO, IL",Accident
519,Probable Cause,9/3/1983,Non-Fatal,Maneuvering,VMC,"COLUMBUS, OH",Accident
520,Probable Cause,9/3/1983,Non-Fatal,Maneuvering,VMC,"LAGRANGE, NY",Accident
521,Probable Cause,9/3/1983,Non-Fatal,Takeoff,VMC,"NEW YORK, NY",Accident
522,Probable Cause,9/3/1983,Fatal(1),Cruise,VMC,"ESSINGTON, PA",Accident
523,Probable Cause,10/3/1983,Incident,Standing,VMC,"OREGON CITY, OR",Accident
524,Probable Cause,10/3/1983,Fatal(2),Cruise,UNK,"CHESTERFIELD, MO",Incident
525,Probable Cause,10/3/1983,Non-Fatal,Maneuvering,VMC,"NORTH LAS VEGAS, NV",Accident
526,Probable Cause,10/3/1983,Non-Fatal,Takeoff,VMC,"GLENWOOD, AR",Accident
527,Probable Cause,10/3/1983,Non-Fatal,Landing,VMC,"LUBBOCK, TX",Accident
528,Probable Cause,10/3/1983,Non-Fatal,Landing,VMC,"LOVELL, WY",Accident
529,Probable Cause,10/3/1983,Non-Fatal,Landing,VMC,"HOUSTON, TX",Accident
530,Probable Cause,10/3/1983,Non-Fatal,Takeoff,VMC,"OTSEGO, OH",Accident
531,Probable Cause,10/3/1983,Non-Fatal,Takeoff,VMC,"TOK, AK",Accident
532,Probable Cause,10/3/1983,Non-Fatal,Landing,VMC,"COTTONPORT, LA",Accident
533,Probable Cause,11/3/1983,Incident,Climb,IMC,"HOUMA, LA",Accident
534,Probable Cause,11/3/1983,Fatal(1),Approach,IMC,"CUT BANK, MT",Accident
535,Probable Cause,11/3/1983,Non-Fatal,Takeoff,VMC,"PROVO, UT",Accident
536,Probable Cause,11/3/1983,Non-Fatal,Taxi,IMC,"STOW, OH",Accident
537,Probable Cause,11/3/1983,Non-Fatal,Landing,VMC,"BROOKVILLE, OH",Accident
538,Probable Cause,11/3/1983,Non-Fatal,Taxi,VMC,"MUSKEGON, MI",Accident
539,Probable Cause,11/3/1983,Non-Fatal,Landing,VMC,"ROMEO, MI",Accident
540,Probable Cause,11/3/1983,Non-Fatal,Taxi,IMC,"MITCHELLVILLE, MD",Accident
541,Probable Cause,12/3/1983,Fatal(1),Maneuvering,VMC,"HARRISBURG, AR",Accident
542,Probable Cause,12/3/1983,Non-Fatal,Takeoff,VMC,"KNOBEL, AR",Accident
543,Probable Cause,12/3/1983,Non-Fatal,Taxi,VMC,"DILLON, MT",Accident
544,Probable Cause,12/3/1983,Non-Fatal,Landing,IMC,"WYOMING, MI",Accident
545,Probable Cause,12/3/1983,Non-Fatal,Landing,VMC,"WARREN, MN",Accident
546,Probable Cause,12/3/1983,Non-Fatal,Landing,VMC,"CINCINNATI, OH",Accident
547,Probable Cause,12/3/1983,Non-Fatal,Cruise,VMC,"GATE CITY, VA",Accident
548,Probable Cause,12/3/1983,Non-Fatal,Landing,VMC,"DELANO, PA",Accident
549,Probable Cause,12/3/1983,Non-Fatal,Taxi,VMC,"SAN ANGELO, TX",Accident
550,Probable Cause,12/3/1983,Non-Fatal,Landing,VMC,"DAYTON, OH",Incident
551,Probable Cause,12/3/1983,Non-Fatal,Taxi,VMC,"SENECA FALLS, NY",Accident
552,Probable Cause,12/3/1983,Non-Fatal,Approach,VMC,"SALINA, KS",Accident
553,Probable Cause,12/3/1983,Non-Fatal,Approach,IMC,"HILO, HI",Accident
554,Probable Cause,13-03-1983,Non-Fatal,Climb,VMC,"RED OAK, VA",Accident
555,Probable Cause,13-03-1983,Non-Fatal,Takeoff,VMC,"WICHITA, KS",Accident
556,Probable Cause,13-03-1983,Fatal(2),Cruise,UNK,"TAMA, IA",Accident
557,Probable Cause,13-03-1983,Non-Fatal,Landing,VMC,"LIVERMORE, CA",Accident
558,Probable Cause,13-03-1983,Fatal(6),Cruise,UNK,"MEINERS OAKS, CA",Accident
559,Probable Cause,13-03-1983,Fatal(6),Approach,UNK,"KAPLAN, LA",Accident
560,Probable Cause,13-03-1983,Non-Fatal,Taxi,VMC,"LAKE CHARLES, LA",Accident
561,Probable Cause,13-03-1983,Non-Fatal,Takeoff,VMC,"RAYLAND, OH",Accident
562,Probable Cause,13-03-1983,Non-Fatal,Landing,VMC,"SNOW HILL, MD",Accident
563,Probable Cause,13-03-1983,Non-Fatal,Taxi,VMC,"KIMBALL, NE",Accident
564,Probable Cause,13-03-1983,Non-Fatal,Takeoff,VMC,"WOLF CREEK, MT",Accident
565,Probable Cause,13-03-1983,Non-Fatal,Landing,VMC,"PLAINWELL, MI",Accident
566,Probable Cause,13-03-1983,Non-Fatal,Landing,VMC,"AUBURN, AL",Accident
567,Probable Cause,13-03-1983,Non-Fatal,Landing,VMC,"HOUSTON, TX",Accident
568,Probable Cause,13-03-1983,Non-Fatal,Takeoff,VMC,"UNION, OR",Accident
569,Probable Cause,13-03-1983,Non-Fatal,Landing,VMC,"ST. PETERSBURG, FL",Accident
570,Probable Cause,13-03-1983,Non-Fatal,Cruise,VMC,"NILES, MI",Accident
571,Probable Cause,13-03-1983,Non-Fatal,Descent,VMC,"MACON, GA",Incident
572,Probable Cause,13-03-1983,Non-Fatal,Approach,VMC,"TOMS RIVER, NJ",Accident
573,Probable Cause,14-03-1983,Fatal(2),Climb,IMC,"GREENFIELD, CA",Accident
574,Probable Cause,14-03-1983,Non-Fatal,Cruise,VMC,"HARTSHORNE, OK",Accident
